"sampleNo","DateTime","pressure_kPa","temp","water_level","transect","plot","tidal"
4420,2023-04-13 18:49:00,107.873,17.475,-0.634,"Young","1","supratidal"
4422,2023-04-13 19:04:00,107.834,17.475,-0.637,"Young","1","supratidal"
4423,2023-04-13 19:19:00,107.796,17.475,-0.64,"Young","1","supratidal"
4424,2023-04-13 19:34:00,107.776,17.475,-0.642,"Young","1","supratidal"
4425,2023-04-13 19:49:00,107.757,17.475,-0.643,"Young","1","supratidal"
4427,2023-04-13 20:04:00,107.738,17.475,-0.644,"Young","1","supratidal"
4428,2023-04-13 20:19:00,107.718,17.475,-0.644,"Young","1","supratidal"
4429,2023-04-13 20:34:00,107.709,17.475,-0.644,"Young","1","supratidal"
4430,2023-04-13 20:49:00,107.689,17.475,-0.645,"Young","1","supratidal"
4432,2023-04-13 21:04:00,107.699,17.475,-0.643,"Young","1","supratidal"
4433,2023-04-13 21:19:00,107.68,17.475,-0.643,"Young","1","supratidal"
4434,2023-04-13 21:34:00,107.689,17.475,-0.641,"Young","1","supratidal"
4435,2023-04-13 21:49:00,107.67,17.475,-0.642,"Young","1","supratidal"
4437,2023-04-13 22:04:00,107.641,17.475,-0.644,"Young","1","supratidal"
4438,2023-04-13 22:19:00,107.612,17.475,-0.648,"Young","1","supratidal"
4439,2023-04-13 22:34:00,107.564,17.475,-0.653,"Young","1","supratidal"
4440,2023-04-13 22:49:00,107.497,17.475,-0.66,"Young","1","supratidal"
4442,2023-04-13 23:04:00,107.429,17.475,-0.668,"Young","1","supratidal"
4443,2023-04-13 23:19:00,107.381,17.475,-0.673,"Young","1","supratidal"
4444,2023-04-13 23:34:00,107.313,17.475,-0.681,"Young","1","supratidal"
4445,2023-04-13 23:49:00,107.255,17.475,-0.687,"Young","1","supratidal"
4446,2023-04-14 00:04:00,107.169,17.475,-0.697,"Young","1","supratidal"
4447,2023-04-14 00:19:00,107.12,17.475,-0.703,"Young","1","supratidal"
4448,2023-04-14 00:34:00,107.034,17.475,-0.712,"Young","1","supratidal"
4449,2023-04-14 00:49:00,106.947,17.475,-0.721,"Young","1","supratidal"
4451,2023-04-14 01:04:00,106.85,17.475,-0.732,"Young","1","supratidal"
4452,2023-04-14 01:19:00,106.735,17.475,-0.745,"Young","1","supratidal"
4453,2023-04-14 01:34:00,106.638,17.475,-0.756,"Young","1","supratidal"
4454,2023-04-14 01:49:00,106.542,17.475,-0.768,"Young","1","supratidal"
4456,2023-04-14 02:04:00,106.424,17.379,-0.781,"Young","1","supratidal"
4457,2023-04-14 02:19:00,106.308,17.379,-0.794,"Young","1","supratidal"
4458,2023-04-14 02:34:00,106.192,17.379,-0.808,"Young","1","supratidal"
4459,2023-04-14 02:49:00,106.086,17.379,-0.82,"Young","1","supratidal"
4461,2023-04-14 03:04:00,106.009,17.379,-0.829,"Young","1","supratidal"
4462,2023-04-14 03:19:00,105.874,17.379,-0.842,"Young","1","supratidal"
4463,2023-04-14 03:34:00,105.778,17.379,-0.852,"Young","1","supratidal"
4464,2023-04-14 03:49:00,105.711,17.379,-0.858,"Young","1","supratidal"
4466,2023-04-14 04:04:00,105.624,17.379,-0.867,"Young","1","supratidal"
4467,2023-04-14 04:19:00,105.527,17.379,-0.877,"Young","1","supratidal"
4468,2023-04-14 04:34:00,105.431,17.379,-0.887,"Young","1","supratidal"
4469,2023-04-14 04:49:00,105.354,17.379,-0.895,"Young","1","supratidal"
4471,2023-04-14 05:04:00,105.267,17.379,-0.904,"Young","1","supratidal"
4472,2023-04-14 05:19:00,105.2,17.379,-0.911,"Young","1","supratidal"
4473,2023-04-14 05:34:00,105.142,17.379,-0.917,"Young","1","supratidal"
4474,2023-04-14 05:49:00,105.065,17.379,-0.925,"Young","1","supratidal"
4476,2023-04-14 06:04:00,105.017,17.379,-0.93,"Young","1","supratidal"
4477,2023-04-14 06:19:00,104.959,17.379,-0.935,"Young","1","supratidal"
4478,2023-04-14 06:34:00,104.911,17.379,-0.939,"Young","1","supratidal"
4479,2023-04-14 06:49:00,104.882,17.379,-0.941,"Young","1","supratidal"
4481,2023-04-14 07:04:00,104.863,17.379,-0.943,"Young","1","supratidal"
4482,2023-04-14 07:19:00,104.824,17.379,-0.947,"Young","1","supratidal"
4483,2023-04-14 07:34:00,104.805,17.379,-0.948,"Young","1","supratidal"
4484,2023-04-14 07:49:00,104.786,17.379,-0.95,"Young","1","supratidal"
4486,2023-04-14 08:04:00,104.766,17.379,-0.952,"Young","1","supratidal"
4487,2023-04-14 08:19:00,104.757,17.379,-0.953,"Young","1","supratidal"
4488,2023-04-14 08:34:00,104.757,17.379,-0.953,"Young","1","supratidal"
4489,2023-04-14 08:49:00,104.805,17.379,-0.949,"Young","1","supratidal"
4491,2023-04-14 09:04:00,104.834,17.379,-0.946,"Young","1","supratidal"
4492,2023-04-14 09:19:00,104.92,17.379,-0.937,"Young","1","supratidal"
4493,2023-04-14 09:34:00,105.007,17.379,-0.929,"Young","1","supratidal"
4494,2023-04-14 09:49:00,105.103,17.379,-0.919,"Young","1","supratidal"
4496,2023-04-14 10:04:00,105.258,17.379,-0.904,"Young","1","supratidal"
4497,2023-04-14 10:19:00,105.412,17.379,-0.889,"Young","1","supratidal"
4498,2023-04-14 10:34:00,105.576,17.379,-0.874,"Young","1","supratidal"
4499,2023-04-14 10:49:00,105.749,17.379,-0.857,"Young","1","supratidal"
4501,2023-04-14 11:04:00,105.915,17.475,-0.841,"Young","1","supratidal"
4502,2023-04-14 11:19:00,106.089,17.475,-0.825,"Young","1","supratidal"
4503,2023-04-14 11:34:00,106.272,17.475,-0.808,"Young","1","supratidal"
4504,2023-04-14 11:49:00,106.465,17.475,-0.79,"Young","1","supratidal"
4506,2023-04-14 12:04:00,106.638,17.475,-0.774,"Young","1","supratidal"
4507,2023-04-14 12:19:00,106.793,17.475,-0.76,"Young","1","supratidal"
4508,2023-04-14 12:34:00,106.947,17.475,-0.745,"Young","1","supratidal"
4509,2023-04-14 12:49:00,107.082,17.475,-0.733,"Young","1","supratidal"
4511,2023-04-14 13:04:00,107.207,17.475,-0.721,"Young","1","supratidal"
4512,2023-04-14 13:19:00,107.342,17.475,-0.708,"Young","1","supratidal"
4513,2023-04-14 13:34:00,107.468,17.475,-0.697,"Young","1","supratidal"
4514,2023-04-14 13:49:00,107.574,17.475,-0.687,"Young","1","supratidal"
4516,2023-04-14 14:04:00,107.689,17.475,-0.676,"Young","1","supratidal"
4517,2023-04-14 14:19:00,107.786,17.475,-0.666,"Young","1","supratidal"
4518,2023-04-14 14:34:00,107.892,17.475,-0.656,"Young","1","supratidal"
4519,2023-04-14 14:49:00,107.979,17.475,-0.647,"Young","1","supratidal"
4520,2023-04-14 15:04:00,108.037,17.475,-0.642,"Young","1","supratidal"
4521,2023-04-14 15:19:00,108.066,17.475,-0.639,"Young","1","supratidal"
4522,2023-04-14 15:34:00,108.104,17.475,-0.636,"Young","1","supratidal"
4523,2023-04-14 15:49:00,108.133,17.475,-0.633,"Young","1","supratidal"
4525,2023-04-14 16:04:00,108.133,17.475,-0.633,"Young","1","supratidal"
4526,2023-04-14 16:19:00,108.152,17.475,-0.631,"Young","1","supratidal"
4527,2023-04-14 16:34:00,108.133,17.475,-0.633,"Young","1","supratidal"
4528,2023-04-14 16:49:00,108.152,17.475,-0.631,"Young","1","supratidal"
4530,2023-04-14 17:04:00,108.133,17.475,-0.633,"Young","1","supratidal"
4531,2023-04-14 17:19:00,108.114,17.475,-0.634,"Young","1","supratidal"
4532,2023-04-14 17:34:00,108.075,17.475,-0.637,"Young","1","supratidal"
4533,2023-04-14 17:49:00,108.017,17.475,-0.642,"Young","1","supratidal"
4535,2023-04-14 18:04:00,107.998,17.475,-0.643,"Young","1","supratidal"
4536,2023-04-14 18:19:00,107.95,17.475,-0.647,"Young","1","supratidal"
4537,2023-04-14 18:34:00,107.902,17.475,-0.651,"Young","1","supratidal"
4538,2023-04-14 18:49:00,107.863,17.475,-0.654,"Young","1","supratidal"
4540,2023-04-14 19:04:00,107.796,17.475,-0.661,"Young","1","supratidal"
4541,2023-04-14 19:19:00,107.757,17.475,-0.664,"Young","1","supratidal"
4542,2023-04-14 19:34:00,107.709,17.475,-0.669,"Young","1","supratidal"
4543,2023-04-14 19:49:00,107.661,17.475,-0.674,"Young","1","supratidal"
4545,2023-04-14 20:04:00,107.622,17.475,-0.677,"Young","1","supratidal"
4546,2023-04-14 20:19:00,107.554,17.475,-0.682,"Young","1","supratidal"
4547,2023-04-14 20:34:00,107.535,17.475,-0.681,"Young","1","supratidal"
4548,2023-04-14 20:49:00,107.506,17.475,-0.682,"Young","1","supratidal"
4550,2023-04-14 21:04:00,107.487,17.475,-0.683,"Young","1","supratidal"
4551,2023-04-14 21:19:00,107.458,17.475,-0.686,"Young","1","supratidal"
4552,2023-04-14 21:34:00,107.448,17.475,-0.686,"Young","1","supratidal"
4553,2023-04-14 21:49:00,107.419,17.475,-0.689,"Young","1","supratidal"
4555,2023-04-14 22:04:00,107.419,17.475,-0.689,"Young","1","supratidal"
4556,2023-04-14 22:19:00,107.41,17.475,-0.689,"Young","1","supratidal"
4557,2023-04-14 22:34:00,107.39,17.475,-0.69,"Young","1","supratidal"
4558,2023-04-14 22:49:00,107.352,17.475,-0.693,"Young","1","supratidal"
4560,2023-04-14 23:04:00,107.333,17.475,-0.695,"Young","1","supratidal"
4561,2023-04-14 23:19:00,107.304,17.475,-0.699,"Young","1","supratidal"
4562,2023-04-14 23:34:00,107.275,17.475,-0.703,"Young","1","supratidal"
4563,2023-04-14 23:49:00,107.236,17.475,-0.708,"Young","1","supratidal"
4565,2023-04-15 00:04:00,107.198,17.475,-0.713,"Young","1","supratidal"
4566,2023-04-15 00:19:00,107.169,17.475,-0.716,"Young","1","supratidal"
4567,2023-04-15 00:34:00,107.149,17.475,-0.719,"Young","1","supratidal"
4568,2023-04-15 00:49:00,107.12,17.475,-0.722,"Young","1","supratidal"
4570,2023-04-15 01:04:00,107.082,17.475,-0.727,"Young","1","supratidal"
4571,2023-04-15 01:19:00,107.024,17.475,-0.733,"Young","1","supratidal"
4572,2023-04-15 01:34:00,106.985,17.475,-0.738,"Young","1","supratidal"
4573,2023-04-15 01:49:00,106.937,17.475,-0.744,"Young","1","supratidal"
4575,2023-04-15 02:04:00,106.918,17.475,-0.747,"Young","1","supratidal"
4576,2023-04-15 02:19:00,106.85,17.475,-0.755,"Young","1","supratidal"
4577,2023-04-15 02:34:00,106.812,17.475,-0.76,"Young","1","supratidal"
4578,2023-04-15 02:49:00,106.735,17.475,-0.768,"Young","1","supratidal"
4580,2023-04-15 03:04:00,106.677,17.475,-0.775,"Young","1","supratidal"
4581,2023-04-15 03:19:00,106.619,17.475,-0.781,"Young","1","supratidal"
4582,2023-04-15 03:34:00,106.59,17.475,-0.784,"Young","1","supratidal"
4583,2023-04-15 03:49:00,106.535,17.57,-0.789,"Young","1","supratidal"
4585,2023-04-15 04:04:00,106.477,17.57,-0.795,"Young","1","supratidal"
4586,2023-04-15 04:19:00,106.41,17.57,-0.801,"Young","1","supratidal"
4587,2023-04-15 04:34:00,106.342,17.57,-0.807,"Young","1","supratidal"
4588,2023-04-15 04:49:00,106.246,17.57,-0.816,"Young","1","supratidal"
4590,2023-04-15 05:04:00,106.197,17.57,-0.821,"Young","1","supratidal"
4591,2023-04-15 05:19:00,106.12,17.57,-0.828,"Young","1","supratidal"
4592,2023-04-15 05:34:00,106.072,17.57,-0.832,"Young","1","supratidal"
4593,2023-04-15 05:49:00,106.014,17.57,-0.837,"Young","1","supratidal"
4595,2023-04-15 06:04:00,105.976,17.57,-0.84,"Young","1","supratidal"
4596,2023-04-15 06:19:00,105.908,17.57,-0.846,"Young","1","supratidal"
4597,2023-04-15 06:34:00,105.773,17.57,-0.859,"Young","1","supratidal"
4598,2023-04-15 06:49:00,105.667,17.57,-0.869,"Young","1","supratidal"
4600,2023-04-15 07:04:00,105.658,17.57,-0.868,"Young","1","supratidal"
4601,2023-04-15 07:19:00,105.571,17.57,-0.876,"Young","1","supratidal"
4602,2023-04-15 07:34:00,105.523,17.57,-0.88,"Young","1","supratidal"
4603,2023-04-15 07:49:00,105.455,17.57,-0.886,"Young","1","supratidal"
4605,2023-04-15 08:04:00,105.398,17.57,-0.891,"Young","1","supratidal"
4606,2023-04-15 08:19:00,105.369,17.57,-0.895,"Young","1","supratidal"
4607,2023-04-15 08:34:00,105.417,17.57,-0.891,"Young","1","supratidal"
4608,2023-04-15 08:49:00,105.417,17.57,-0.891,"Young","1","supratidal"
4610,2023-04-15 09:04:00,105.349,17.57,-0.899,"Young","1","supratidal"
4611,2023-04-15 09:19:00,105.301,17.57,-0.904,"Young","1","supratidal"
4612,2023-04-15 09:34:00,105.301,17.57,-0.905,"Young","1","supratidal"
4613,2023-04-15 09:49:00,105.33,17.57,-0.903,"Young","1","supratidal"
4615,2023-04-15 10:04:00,105.369,17.57,-0.9,"Young","1","supratidal"
4616,2023-04-15 10:19:00,105.446,17.57,-0.895,"Young","1","supratidal"
4617,2023-04-15 10:34:00,105.513,17.57,-0.891,"Young","1","supratidal"
4618,2023-04-15 10:49:00,105.581,17.57,-0.887,"Young","1","supratidal"
4620,2023-04-15 11:04:00,105.629,17.57,-0.884,"Young","1","supratidal"
4621,2023-04-15 11:19:00,105.793,17.57,-0.867,"Young","1","supratidal"
4622,2023-04-15 11:34:00,106.024,17.57,-0.844,"Young","1","supratidal"
4623,2023-04-15 11:49:00,106.217,17.57,-0.824,"Young","1","supratidal"
4625,2023-04-15 12:04:00,106.4,17.57,-0.805,"Young","1","supratidal"
4626,2023-04-15 12:19:00,106.583,17.57,-0.786,"Young","1","supratidal"
4627,2023-04-15 12:34:00,106.757,17.57,-0.768,"Young","1","supratidal"
4628,2023-04-15 12:49:00,106.959,17.57,-0.747,"Young","1","supratidal"
4630,2023-04-15 13:04:00,107.084,17.57,-0.735,"Young","1","supratidal"
4631,2023-04-15 13:19:00,107.065,17.57,-0.738,"Young","1","supratidal"
4632,2023-04-15 13:34:00,107.393,17.57,-0.706,"Young","1","supratidal"
4633,2023-04-15 13:49:00,107.702,17.57,-0.676,"Young","1","supratidal"
4635,2023-04-15 14:04:00,107.904,17.57,-0.657,"Young","1","supratidal"
4636,2023-04-15 14:19:00,108.049,17.57,-0.643,"Young","1","supratidal"
4637,2023-04-15 14:34:00,108.145,17.57,-0.633,"Young","1","supratidal"
4638,2023-04-15 14:49:00,108.28,17.57,-0.62,"Young","1","supratidal"
4640,2023-04-15 15:04:00,108.377,17.57,-0.61,"Young","1","supratidal"
4641,2023-04-15 15:19:00,108.473,17.57,-0.598,"Young","1","supratidal"
4642,2023-04-15 15:34:00,108.512,17.57,-0.592,"Young","1","supratidal"
4643,2023-04-15 15:49:00,108.531,17.57,-0.588,"Young","1","supratidal"
4645,2023-04-15 16:04:00,108.483,17.57,-0.592,"Young","1","supratidal"
4646,2023-04-15 16:19:00,108.425,17.57,-0.599,"Young","1","supratidal"
4647,2023-04-15 16:34:00,108.387,17.57,-0.604,"Young","1","supratidal"
4648,2023-04-15 16:49:00,108.348,17.57,-0.61,"Young","1","supratidal"
4650,2023-04-15 17:04:00,108.28,17.57,-0.615,"Young","1","supratidal"
4651,2023-04-15 17:19:00,108.223,17.57,-0.616,"Young","1","supratidal"
4652,2023-04-15 17:34:00,108.155,17.57,-0.618,"Young","1","supratidal"
4653,2023-04-15 17:49:00,108.087,17.57,-0.62,"Young","1","supratidal"
4655,2023-04-15 18:04:00,108.049,17.57,-0.621,"Young","1","supratidal"
4656,2023-04-15 18:19:00,107.981,17.57,-0.629,"Young","1","supratidal"
4657,2023-04-15 18:34:00,107.933,17.57,-0.635,"Young","1","supratidal"
4658,2023-04-15 18:49:00,107.866,17.57,-0.643,"Young","1","supratidal"
4660,2023-04-15 19:04:00,107.817,17.57,-0.648,"Young","1","supratidal"
4661,2023-04-15 19:19:00,107.759,17.57,-0.654,"Young","1","supratidal"
4662,2023-04-15 19:34:00,107.702,17.57,-0.659,"Young","1","supratidal"
4663,2023-04-15 19:49:00,107.656,17.665,-0.663,"Young","1","supratidal"
4665,2023-04-15 20:04:00,107.627,17.665,-0.667,"Young","1","supratidal"
4666,2023-04-15 20:19:00,107.588,17.665,-0.675,"Young","1","supratidal"
4667,2023-04-15 20:34:00,107.608,17.665,-0.676,"Young","1","supratidal"
4668,2023-04-15 20:49:00,107.579,17.665,-0.683,"Young","1","supratidal"
4670,2023-04-15 21:04:00,107.55,17.665,-0.688,"Young","1","supratidal"
4671,2023-04-15 21:19:00,107.531,17.665,-0.689,"Young","1","supratidal"
4672,2023-04-15 21:34:00,107.54,17.665,-0.688,"Young","1","supratidal"
4673,2023-04-15 21:49:00,107.559,17.665,-0.686,"Young","1","supratidal"
4675,2023-04-15 22:04:00,107.55,17.665,-0.687,"Young","1","supratidal"
4676,2023-04-15 22:19:00,107.54,17.665,-0.688,"Young","1","supratidal"
4677,2023-04-15 22:34:00,107.559,17.665,-0.686,"Young","1","supratidal"
4678,2023-04-15 22:49:00,107.579,17.665,-0.684,"Young","1","supratidal"
4680,2023-04-15 23:04:00,107.588,17.665,-0.683,"Young","1","supratidal"
4681,2023-04-15 23:19:00,107.627,17.665,-0.679,"Young","1","supratidal"
4682,2023-04-15 23:34:00,107.752,17.665,-0.667,"Young","1","supratidal"
4683,2023-04-15 23:49:00,107.887,17.665,-0.653,"Young","1","supratidal"
4684,2023-04-16 00:04:00,107.984,17.665,-0.643,"Young","1","supratidal"
4685,2023-04-16 00:19:00,108.051,17.665,-0.636,"Young","1","supratidal"
4686,2023-04-16 00:34:00,108.1,17.665,-0.632,"Young","1","supratidal"
4687,2023-04-16 00:49:00,108.186,17.665,-0.623,"Young","1","supratidal"
4688,2023-04-16 01:04:00,108.264,17.665,-0.615,"Young","1","supratidal"
4689,2023-04-16 01:19:00,108.408,17.665,-0.601,"Young","1","supratidal"
4690,2023-04-16 01:34:00,108.35,17.665,-0.607,"Young","1","supratidal"
4691,2023-04-16 01:49:00,108.418,17.665,-0.6,"Young","1","supratidal"
4692,2023-04-16 02:04:00,108.486,17.665,-0.593,"Young","1","supratidal"
4693,2023-04-16 02:19:00,108.476,17.665,-0.594,"Young","1","supratidal"
4694,2023-04-16 02:34:00,108.418,17.665,-0.6,"Young","1","supratidal"
4695,2023-04-16 02:49:00,108.36,17.665,-0.607,"Young","1","supratidal"
4696,2023-04-16 03:04:00,108.235,17.665,-0.619,"Young","1","supratidal"
4697,2023-04-16 03:19:00,108.022,17.665,-0.641,"Young","1","supratidal"
4698,2023-04-16 03:34:00,108.032,17.665,-0.64,"Young","1","supratidal"
4699,2023-04-16 03:49:00,108.013,17.665,-0.643,"Young","1","supratidal"
4700,2023-04-16 04:04:00,107.965,17.665,-0.648,"Young","1","supratidal"
4701,2023-04-16 04:19:00,107.887,17.665,-0.656,"Young","1","supratidal"
4702,2023-04-16 04:34:00,107.849,17.665,-0.66,"Young","1","supratidal"
4703,2023-04-16 04:49:00,107.714,17.665,-0.674,"Young","1","supratidal"
4704,2023-04-16 05:04:00,107.569,17.665,-0.689,"Young","1","supratidal"
4705,2023-04-16 05:19:00,107.415,17.665,-0.705,"Young","1","supratidal"
4706,2023-04-16 05:34:00,107.318,17.665,-0.715,"Young","1","supratidal"
4707,2023-04-16 05:49:00,107.203,17.665,-0.727,"Young","1","supratidal"
4708,2023-04-16 06:04:00,107.068,17.665,-0.741,"Young","1","supratidal"
4709,2023-04-16 06:19:00,106.933,17.665,-0.754,"Young","1","supratidal"
4710,2023-04-16 06:34:00,106.769,17.665,-0.771,"Young","1","supratidal"
4711,2023-04-16 06:49:00,106.672,17.665,-0.781,"Young","1","supratidal"
4712,2023-04-16 07:04:00,106.566,17.665,-0.792,"Young","1","supratidal"
4713,2023-04-16 07:19:00,106.46,17.665,-0.803,"Young","1","supratidal"
4714,2023-04-16 07:34:00,106.393,17.665,-0.81,"Young","1","supratidal"
4715,2023-04-16 07:49:00,106.258,17.665,-0.824,"Young","1","supratidal"
4716,2023-04-16 08:04:00,106.171,17.665,-0.833,"Young","1","supratidal"
4717,2023-04-16 08:19:00,106.075,17.665,-0.843,"Young","1","supratidal"
4718,2023-04-16 08:34:00,105.959,17.665,-0.855,"Young","1","supratidal"
4719,2023-04-16 08:49:00,105.911,17.665,-0.86,"Young","1","supratidal"
4720,2023-04-16 09:04:00,105.863,17.665,-0.865,"Young","1","supratidal"
4721,2023-04-16 09:19:00,105.805,17.665,-0.872,"Young","1","supratidal"
4722,2023-04-16 09:34:00,105.737,17.665,-0.879,"Young","1","supratidal"
4723,2023-04-16 09:49:00,105.679,17.665,-0.885,"Young","1","supratidal"
4724,2023-04-16 10:04:00,105.641,17.665,-0.889,"Young","1","supratidal"
4725,2023-04-16 10:19:00,105.641,17.665,-0.889,"Young","1","supratidal"
4726,2023-04-16 10:34:00,105.622,17.665,-0.891,"Young","1","supratidal"
4727,2023-04-16 10:49:00,105.602,17.665,-0.893,"Young","1","supratidal"
4728,2023-04-16 11:04:00,105.583,17.665,-0.895,"Young","1","supratidal"
4729,2023-04-16 11:19:00,105.535,17.665,-0.9,"Young","1","supratidal"
4730,2023-04-16 11:34:00,105.525,17.665,-0.902,"Young","1","supratidal"
4731,2023-04-16 11:49:00,105.487,17.665,-0.906,"Young","1","supratidal"
4732,2023-04-16 12:04:00,105.477,17.665,-0.907,"Young","1","supratidal"
4733,2023-04-16 12:19:00,105.439,17.665,-0.911,"Young","1","supratidal"
4734,2023-04-16 12:34:00,105.429,17.665,-0.912,"Young","1","supratidal"
4735,2023-04-16 12:49:00,105.419,17.665,-0.913,"Young","1","supratidal"
4736,2023-04-16 13:04:00,105.4,17.665,-0.915,"Young","1","supratidal"
4737,2023-04-16 13:19:00,105.381,17.665,-0.917,"Young","1","supratidal"
4738,2023-04-16 13:34:00,105.361,17.665,-0.92,"Young","1","supratidal"
4739,2023-04-16 13:49:00,105.342,17.665,-0.922,"Young","1","supratidal"
4740,2023-04-16 14:04:00,105.342,17.665,-0.922,"Young","1","supratidal"
4741,2023-04-16 14:19:00,105.342,17.665,-0.922,"Young","1","supratidal"
4742,2023-04-16 14:34:00,105.352,17.665,-0.921,"Young","1","supratidal"
4743,2023-04-16 14:49:00,105.361,17.665,-0.92,"Young","1","supratidal"
4744,2023-04-16 15:04:00,105.342,17.665,-0.922,"Young","1","supratidal"
4745,2023-04-16 15:19:00,105.352,17.665,-0.922,"Young","1","supratidal"
4746,2023-04-16 15:34:00,105.313,17.665,-0.926,"Young","1","supratidal"
4747,2023-04-16 15:49:00,105.284,17.665,-0.929,"Young","1","supratidal"
4748,2023-04-16 16:04:00,105.275,17.665,-0.93,"Young","1","supratidal"
4749,2023-04-16 16:19:00,105.227,17.665,-0.935,"Young","1","supratidal"
4750,2023-04-16 16:34:00,105.198,17.665,-0.938,"Young","1","supratidal"
4751,2023-04-16 16:49:00,105.169,17.665,-0.941,"Young","1","supratidal"
4752,2023-04-16 17:04:00,105.159,17.665,-0.942,"Young","1","supratidal"
4753,2023-04-16 17:19:00,105.159,17.665,-0.943,"Young","1","supratidal"
4754,2023-04-16 17:34:00,105.159,17.665,-0.943,"Young","1","supratidal"
4755,2023-04-16 17:49:00,105.169,17.665,-0.942,"Young","1","supratidal"
4756,2023-04-16 18:04:00,105.169,17.665,-0.942,"Young","1","supratidal"
4757,2023-04-16 18:19:00,105.169,17.665,-0.942,"Young","1","supratidal"
4758,2023-04-16 18:34:00,105.169,17.665,-0.942,"Young","1","supratidal"
4759,2023-04-16 18:49:00,105.178,17.665,-0.942,"Young","1","supratidal"
4760,2023-04-16 19:04:00,105.188,17.665,-0.941,"Young","1","supratidal"
4761,2023-04-16 19:19:00,105.2,17.76,-0.94,"Young","1","supratidal"
4762,2023-04-16 19:34:00,105.2,17.76,-0.94,"Young","1","supratidal"
4763,2023-04-16 19:49:00,105.19,17.76,-0.941,"Young","1","supratidal"
4764,2023-04-16 20:04:00,105.181,17.76,-0.942,"Young","1","supratidal"
4765,2023-04-16 20:19:00,105.2,17.76,-0.94,"Young","1","supratidal"
4766,2023-04-16 20:34:00,105.2,17.76,-0.94,"Young","1","supratidal"
4767,2023-04-16 20:49:00,105.2,17.76,-0.941,"Young","1","supratidal"
4768,2023-04-16 21:04:00,105.19,17.76,-0.942,"Young","1","supratidal"
4769,2023-04-16 21:19:00,105.19,17.76,-0.942,"Young","1","supratidal"
4770,2023-04-16 21:34:00,105.171,17.76,-0.944,"Young","1","supratidal"
4771,2023-04-16 21:49:00,105.19,17.76,-0.942,"Young","1","supratidal"
4772,2023-04-16 22:04:00,105.21,17.76,-0.94,"Young","1","supratidal"
4773,2023-04-16 22:19:00,105.2,17.76,-0.942,"Young","1","supratidal"
4774,2023-04-16 22:34:00,105.2,17.76,-0.942,"Young","1","supratidal"
4775,2023-04-16 22:49:00,105.219,17.76,-0.94,"Young","1","supratidal"
4776,2023-04-16 23:04:00,105.21,17.76,-0.941,"Young","1","supratidal"
4777,2023-04-16 23:19:00,105.21,17.76,-0.941,"Young","1","supratidal"
4778,2023-04-16 23:34:00,105.219,17.76,-0.94,"Young","1","supratidal"
4779,2023-04-16 23:49:00,105.251,17.855,-0.937,"Young","1","supratidal"
4780,2023-04-17 00:04:00,105.26,17.855,-0.937,"Young","1","supratidal"
4781,2023-04-17 00:19:00,105.289,17.855,-0.934,"Young","1","supratidal"
4782,2023-04-17 00:34:00,105.299,17.855,-0.933,"Young","1","supratidal"
4783,2023-04-17 00:49:00,105.309,17.855,-0.932,"Young","1","supratidal"
4784,2023-04-17 01:04:00,105.347,17.855,-0.928,"Young","1","supratidal"
4785,2023-04-17 01:19:00,105.376,17.855,-0.925,"Young","1","supratidal"
4786,2023-04-17 01:34:00,105.386,17.855,-0.925,"Young","1","supratidal"
4787,2023-04-17 01:49:00,105.424,17.855,-0.921,"Young","1","supratidal"
4788,2023-04-17 02:04:00,105.444,17.855,-0.919,"Young","1","supratidal"
4789,2023-04-17 02:19:00,105.463,17.855,-0.917,"Young","1","supratidal"
4790,2023-04-17 02:34:00,105.492,17.855,-0.914,"Young","1","supratidal"
4791,2023-04-17 02:49:00,105.501,17.855,-0.914,"Young","1","supratidal"
4792,2023-04-17 03:04:00,105.501,17.855,-0.914,"Young","1","supratidal"
4793,2023-04-17 03:19:00,105.521,17.855,-0.912,"Young","1","supratidal"
4794,2023-04-17 03:34:00,105.559,17.855,-0.908,"Young","1","supratidal"
4795,2023-04-17 03:49:00,105.53,17.855,-0.911,"Young","1","supratidal"
4796,2023-04-17 04:04:00,105.55,17.855,-0.909,"Young","1","supratidal"
4797,2023-04-17 04:19:00,105.55,17.855,-0.91,"Young","1","supratidal"
4798,2023-04-17 04:34:00,105.559,17.855,-0.909,"Young","1","supratidal"
4799,2023-04-17 04:49:00,105.54,17.855,-0.911,"Young","1","supratidal"
4800,2023-04-17 05:04:00,105.53,17.855,-0.912,"Young","1","supratidal"
4801,2023-04-17 05:19:00,105.53,17.855,-0.912,"Young","1","supratidal"
4802,2023-04-17 05:34:00,105.521,17.855,-0.913,"Young","1","supratidal"
4803,2023-04-17 05:49:00,105.499,17.76,-0.916,"Young","1","supratidal"
4804,2023-04-17 06:04:00,105.489,17.76,-0.917,"Young","1","supratidal"
4805,2023-04-17 06:19:00,105.47,17.76,-0.919,"Young","1","supratidal"
4806,2023-04-17 06:34:00,105.47,17.76,-0.919,"Young","1","supratidal"
4807,2023-04-17 06:49:00,105.441,17.76,-0.922,"Young","1","supratidal"
4808,2023-04-17 07:04:00,105.412,17.76,-0.925,"Young","1","supratidal"
4809,2023-04-17 07:19:00,105.393,17.76,-0.928,"Young","1","supratidal"
4810,2023-04-17 07:34:00,105.393,17.76,-0.928,"Young","1","supratidal"
