"sampleNo","DateTime","temp","raw_mV","pH","transect","plot","tidal"
3223,2023-04-12 04:04:00,19.84,-8.61,6.98,"Old","1","supratidal"
3224,2023-04-12 04:19:00,19.84,-8.59,6.98,"Old","1","supratidal"
3225,2023-04-12 04:34:00,19.84,-8.59,6.98,"Old","1","supratidal"
3226,2023-04-12 04:49:00,19.84,-8.59,6.98,"Old","1","supratidal"
3227,2023-04-12 05:04:00,19.84,-8.58,6.98,"Old","1","supratidal"
3228,2023-04-12 05:19:00,19.84,-8.59,6.98,"Old","1","supratidal"
3229,2023-04-12 05:34:00,19.84,-8.58,6.98,"Old","1","supratidal"
3230,2023-04-12 05:49:00,19.84,-8.58,6.98,"Old","1","supratidal"
3231,2023-04-12 06:04:00,19.82,-8.58,6.98,"Old","1","supratidal"
3232,2023-04-12 06:19:00,19.82,-8.58,6.98,"Old","1","supratidal"
3233,2023-04-12 06:34:00,19.82,-8.56,6.98,"Old","1","supratidal"
3234,2023-04-12 06:49:00,19.82,-8.56,6.98,"Old","1","supratidal"
3235,2023-04-12 07:04:00,19.82,-8.58,6.98,"Old","1","supratidal"
3236,2023-04-12 07:19:00,19.82,-8.56,6.98,"Old","1","supratidal"
3237,2023-04-12 07:34:00,19.82,-8.56,6.98,"Old","1","supratidal"
3238,2023-04-12 07:49:00,19.82,-8.58,6.98,"Old","1","supratidal"
3239,2023-04-12 08:04:00,19.82,-8.59,6.98,"Old","1","supratidal"
3240,2023-04-12 08:19:00,19.79,-8.59,6.98,"Old","1","supratidal"
3241,2023-04-12 08:34:00,19.79,-8.61,6.98,"Old","1","supratidal"
3242,2023-04-12 08:49:00,19.79,-8.61,6.98,"Old","1","supratidal"
3243,2023-04-12 09:04:00,19.79,-8.61,6.98,"Old","1","supratidal"
3244,2023-04-12 09:19:00,19.79,-8.61,6.98,"Old","1","supratidal"
3245,2023-04-12 09:34:00,19.79,-8.61,6.98,"Old","1","supratidal"
3246,2023-04-12 09:49:00,19.79,-8.61,6.98,"Old","1","supratidal"
3247,2023-04-12 10:04:00,19.79,-8.63,6.98,"Old","1","supratidal"
3248,2023-04-12 10:19:00,19.79,-8.61,6.98,"Old","1","supratidal"
3249,2023-04-12 10:34:00,19.77,-8.61,6.98,"Old","1","supratidal"
3250,2023-04-12 10:49:00,19.77,-8.63,6.98,"Old","1","supratidal"
3251,2023-04-12 11:04:00,19.77,-8.63,6.98,"Old","1","supratidal"
3252,2023-04-12 11:19:00,19.77,-8.63,6.98,"Old","1","supratidal"
3253,2023-04-12 11:34:00,19.77,-8.63,6.98,"Old","1","supratidal"
3254,2023-04-12 11:49:00,19.77,-8.64,6.98,"Old","1","supratidal"
3255,2023-04-12 12:04:00,19.77,-8.64,6.98,"Old","1","supratidal"
3256,2023-04-12 12:19:00,19.77,-8.64,6.98,"Old","1","supratidal"
3257,2023-04-12 12:34:00,19.77,-8.66,6.98,"Old","1","supratidal"
3258,2023-04-12 12:49:00,19.75,-8.66,6.98,"Old","1","supratidal"
3259,2023-04-12 13:04:00,19.75,-8.64,6.98,"Old","1","supratidal"
3260,2023-04-12 13:19:00,19.75,-8.64,6.98,"Old","1","supratidal"
3261,2023-04-12 13:34:00,19.75,-8.64,6.98,"Old","1","supratidal"
3262,2023-04-12 13:49:00,19.75,-8.64,6.98,"Old","1","supratidal"
3263,2023-04-12 14:04:00,19.75,-8.64,6.98,"Old","1","supratidal"
3264,2023-04-12 14:19:00,19.75,-8.64,6.98,"Old","1","supratidal"
3265,2023-04-12 14:34:00,19.75,-8.64,6.98,"Old","1","supratidal"
3266,2023-04-12 14:49:00,19.75,-8.63,6.98,"Old","1","supratidal"
3267,2023-04-12 15:04:00,19.72,-8.63,6.98,"Old","1","supratidal"
3268,2023-04-12 15:19:00,19.72,-8.63,6.98,"Old","1","supratidal"
3269,2023-04-12 15:34:00,19.72,-8.61,6.98,"Old","1","supratidal"
3270,2023-04-12 15:49:00,19.72,-8.61,6.98,"Old","1","supratidal"
3271,2023-04-12 16:04:00,19.72,-8.61,6.98,"Old","1","supratidal"
3272,2023-04-12 16:19:00,19.72,-8.61,6.98,"Old","1","supratidal"
3273,2023-04-12 16:34:00,19.72,-8.61,6.98,"Old","1","supratidal"
3274,2023-04-12 16:49:00,19.72,-8.61,6.98,"Old","1","supratidal"
3275,2023-04-12 17:04:00,19.7,-8.59,6.98,"Old","1","supratidal"
3276,2023-04-12 17:19:00,19.7,-8.59,6.98,"Old","1","supratidal"
3277,2023-04-12 17:34:00,19.7,-8.59,6.98,"Old","1","supratidal"
3278,2023-04-12 17:49:00,19.7,-8.59,6.98,"Old","1","supratidal"
3279,2023-04-12 18:04:00,19.7,-8.59,6.98,"Old","1","supratidal"
3280,2023-04-12 18:19:00,19.7,-8.59,6.98,"Old","1","supratidal"
3281,2023-04-12 18:34:00,19.7,-8.58,6.98,"Old","1","supratidal"
3282,2023-04-12 18:49:00,19.7,-8.58,6.98,"Old","1","supratidal"
3283,2023-04-12 19:04:00,19.67,-8.58,6.98,"Old","1","supratidal"
3284,2023-04-12 19:19:00,19.67,-8.58,6.98,"Old","1","supratidal"
3285,2023-04-12 19:34:00,19.67,-8.58,6.98,"Old","1","supratidal"
3286,2023-04-12 19:49:00,19.67,-8.58,6.98,"Old","1","supratidal"
3287,2023-04-12 20:04:00,19.67,-8.58,6.98,"Old","1","supratidal"
3288,2023-04-12 20:19:00,19.67,-8.58,6.98,"Old","1","supratidal"
3289,2023-04-12 20:34:00,19.67,-8.58,6.98,"Old","1","supratidal"
3290,2023-04-12 20:49:00,19.67,-8.59,6.98,"Old","1","supratidal"
3291,2023-04-12 21:04:00,19.65,-8.61,6.98,"Old","1","supratidal"
3292,2023-04-12 21:19:00,19.65,-8.56,6.98,"Old","1","supratidal"
3293,2023-04-12 21:34:00,19.65,-8.55,6.98,"Old","1","supratidal"
3294,2023-04-12 21:49:00,19.65,-8.55,6.98,"Old","1","supratidal"
3295,2023-04-12 22:04:00,19.65,-8.56,6.98,"Old","1","supratidal"
3296,2023-04-12 22:19:00,19.65,-8.58,6.98,"Old","1","supratidal"
3297,2023-04-12 22:34:00,19.65,-8.58,6.98,"Old","1","supratidal"
3298,2023-04-12 22:49:00,19.63,-8.59,6.98,"Old","1","supratidal"
3299,2023-04-12 23:04:00,19.63,-8.61,6.98,"Old","1","supratidal"
3300,2023-04-12 23:19:00,19.63,-8.61,6.98,"Old","1","supratidal"
3301,2023-04-12 23:34:00,19.63,-8.61,6.98,"Old","1","supratidal"
3302,2023-04-12 23:49:00,19.63,-8.63,6.98,"Old","1","supratidal"
3303,2023-04-13 00:04:00,19.63,-8.61,6.98,"Old","1","supratidal"
3304,2023-04-13 00:19:00,19.63,-8.63,6.98,"Old","1","supratidal"
3305,2023-04-13 00:34:00,19.63,-8.66,6.98,"Old","1","supratidal"
3306,2023-04-13 00:49:00,19.6,-8.66,6.98,"Old","1","supratidal"
3307,2023-04-13 01:04:00,19.6,-8.64,6.98,"Old","1","supratidal"
3308,2023-04-13 01:19:00,19.6,-8.64,6.98,"Old","1","supratidal"
3309,2023-04-13 01:34:00,19.6,-8.67,6.98,"Old","1","supratidal"
3310,2023-04-13 01:49:00,19.6,-8.67,6.98,"Old","1","supratidal"
3311,2023-04-13 02:04:00,19.6,-8.69,6.98,"Old","1","supratidal"
3312,2023-04-13 02:19:00,19.6,-8.7,6.98,"Old","1","supratidal"
3313,2023-04-13 02:34:00,19.58,-8.7,6.98,"Old","1","supratidal"
3314,2023-04-13 02:49:00,19.58,-8.72,6.98,"Old","1","supratidal"
3315,2023-04-13 03:04:00,19.58,-8.72,6.98,"Old","1","supratidal"
3316,2023-04-13 03:19:00,19.58,-8.72,6.98,"Old","1","supratidal"
3317,2023-04-13 03:34:00,19.58,-8.72,6.98,"Old","1","supratidal"
3318,2023-04-13 03:49:00,19.58,-8.73,6.98,"Old","1","supratidal"
3319,2023-04-13 04:04:00,19.58,-8.75,6.98,"Old","1","supratidal"
3320,2023-04-13 04:19:00,19.56,-8.77,6.99,"Old","1","supratidal"
3321,2023-04-13 04:34:00,19.56,-8.77,6.99,"Old","1","supratidal"
3322,2023-04-13 04:49:00,19.56,-8.8,6.99,"Old","1","supratidal"
3323,2023-04-13 05:04:00,19.56,-8.8,6.99,"Old","1","supratidal"
3324,2023-04-13 05:19:00,19.56,-8.81,6.99,"Old","1","supratidal"
3325,2023-04-13 05:34:00,19.56,-8.84,6.99,"Old","1","supratidal"
3326,2023-04-13 05:49:00,19.53,-8.86,6.99,"Old","1","supratidal"
3327,2023-04-13 06:04:00,19.53,-8.86,6.99,"Old","1","supratidal"
3328,2023-04-13 06:19:00,19.53,-8.89,6.99,"Old","1","supratidal"
3329,2023-04-13 06:34:00,19.53,-8.91,6.99,"Old","1","supratidal"
3330,2023-04-13 06:49:00,19.53,-8.92,6.99,"Old","1","supratidal"
3331,2023-04-13 07:04:00,19.53,-8.95,6.99,"Old","1","supratidal"
3332,2023-04-13 07:19:00,19.51,-8.97,6.99,"Old","1","supratidal"
3333,2023-04-13 07:34:00,19.51,-8.98,6.99,"Old","1","supratidal"
3334,2023-04-13 07:49:00,19.51,-8.98,6.99,"Old","1","supratidal"
3335,2023-04-13 08:04:00,19.51,-9.02,6.99,"Old","1","supratidal"
3336,2023-04-13 08:19:00,19.51,-9.06,6.99,"Old","1","supratidal"
3337,2023-04-13 08:34:00,19.51,-9.09,6.99,"Old","1","supratidal"
3338,2023-04-13 08:49:00,19.51,-9.11,6.99,"Old","1","supratidal"
3339,2023-04-13 09:04:00,19.48,-9.09,6.99,"Old","1","supratidal"
3340,2023-04-13 09:19:00,19.48,-9.11,6.99,"Old","1","supratidal"
3341,2023-04-13 09:34:00,19.48,-9.14,6.99,"Old","1","supratidal"
3342,2023-04-13 09:49:00,19.48,-9.17,6.99,"Old","1","supratidal"
3343,2023-04-13 10:04:00,19.48,-9.19,6.99,"Old","1","supratidal"
3344,2023-04-13 10:19:00,19.48,-9.2,6.99,"Old","1","supratidal"
3345,2023-04-13 10:34:00,19.46,-9.23,6.99,"Old","1","supratidal"
3346,2023-04-13 10:49:00,19.46,-9.25,6.99,"Old","1","supratidal"
3347,2023-04-13 11:04:00,19.46,-9.28,6.99,"Old","1","supratidal"
3348,2023-04-13 11:19:00,19.46,-9.3,6.99,"Old","1","supratidal"
3349,2023-04-13 11:34:00,19.46,-9.33,7,"Old","1","supratidal"
3350,2023-04-13 11:49:00,19.46,-9.34,7,"Old","1","supratidal"
3351,2023-04-13 12:04:00,19.44,-9.38,7,"Old","1","supratidal"
3352,2023-04-13 12:19:00,19.44,-9.39,7,"Old","1","supratidal"
3353,2023-04-13 12:34:00,19.44,-9.41,7,"Old","1","supratidal"
3354,2023-04-13 12:49:00,19.44,-9.44,7,"Old","1","supratidal"
3355,2023-04-13 13:04:00,19.44,-9.47,7,"Old","1","supratidal"
3356,2023-04-13 13:19:00,19.41,-9.48,7,"Old","1","supratidal"
3357,2023-04-13 13:34:00,19.41,-9.48,7,"Old","1","supratidal"
3358,2023-04-13 13:49:00,19.41,-9.5,7,"Old","1","supratidal"
3359,2023-04-13 14:04:00,19.41,-9.5,7,"Old","1","supratidal"
3360,2023-04-13 14:19:00,19.41,-9.52,7,"Old","1","supratidal"
3361,2023-04-13 14:34:00,19.41,-9.52,7,"Old","1","supratidal"
3362,2023-04-13 14:49:00,19.39,-9.53,7,"Old","1","supratidal"
3363,2023-04-13 15:04:00,19.39,-9.56,7,"Old","1","supratidal"
3364,2023-04-13 15:19:00,19.39,-9.58,7,"Old","1","supratidal"
3365,2023-04-13 15:34:00,19.39,-9.63,7,"Old","1","supratidal"
3366,2023-04-13 15:49:00,19.39,-9.66,7,"Old","1","supratidal"
3367,2023-04-13 16:04:00,19.37,-9.67,7,"Old","1","supratidal"
3368,2023-04-13 16:19:00,19.37,-9.66,7,"Old","1","supratidal"
3369,2023-04-13 16:34:00,19.37,-9.66,7,"Old","1","supratidal"
3370,2023-04-13 16:49:00,19.37,-9.67,7,"Old","1","supratidal"
3371,2023-04-13 17:04:00,19.37,-9.69,7,"Old","1","supratidal"
3372,2023-04-13 17:19:00,19.37,-9.69,7,"Old","1","supratidal"
3373,2023-04-13 17:34:00,19.34,-9.7,7,"Old","1","supratidal"
3374,2023-04-13 17:49:00,19.34,-9.73,7,"Old","1","supratidal"
3375,2023-04-13 18:04:00,19.34,-9.73,7,"Old","1","supratidal"
3376,2023-04-13 18:19:00,19.34,-9.75,7,"Old","1","supratidal"
3377,2023-04-13 18:34:00,19.32,-9.78,7,"Old","1","supratidal"
3378,2023-04-13 18:49:00,19.32,-9.78,7,"Old","1","supratidal"
3379,2023-04-13 19:04:00,19.32,-9.8,7,"Old","1","supratidal"
3380,2023-04-13 19:19:00,19.32,-9.81,7,"Old","1","supratidal"
3381,2023-04-13 19:34:00,19.32,-9.84,7.01,"Old","1","supratidal"
3382,2023-04-13 19:49:00,19.29,-9.89,7.01,"Old","1","supratidal"
3383,2023-04-13 20:04:00,19.29,-9.91,7.01,"Old","1","supratidal"
3384,2023-04-13 20:19:00,19.29,-9.92,7.01,"Old","1","supratidal"
3385,2023-04-13 20:34:00,19.29,-9.94,7.01,"Old","1","supratidal"
3386,2023-04-13 20:49:00,19.29,-9.95,7.01,"Old","1","supratidal"
3387,2023-04-13 21:04:00,19.27,-10,7.01,"Old","1","supratidal"
3388,2023-04-13 21:19:00,19.27,-10,7.01,"Old","1","supratidal"
3389,2023-04-13 21:34:00,19.27,-10.03,7.01,"Old","1","supratidal"
3390,2023-04-13 21:49:00,19.27,-10.02,7.01,"Old","1","supratidal"
3391,2023-04-13 22:04:00,19.27,-10.05,7.01,"Old","1","supratidal"
3392,2023-04-13 22:19:00,19.27,-10.08,7.01,"Old","1","supratidal"
3393,2023-04-13 22:34:00,19.27,-10.09,7.01,"Old","1","supratidal"
3394,2023-04-13 22:49:00,19.25,-10.11,7.01,"Old","1","supratidal"
3395,2023-04-13 23:04:00,19.25,-10.14,7.01,"Old","1","supratidal"
3396,2023-04-13 23:19:00,19.25,-10.16,7.01,"Old","1","supratidal"
3397,2023-04-13 23:34:00,19.25,-10.17,7.01,"Old","1","supratidal"
3398,2023-04-13 23:49:00,19.25,-10.2,7.01,"Old","1","supratidal"
3399,2023-04-14 00:04:00,19.25,-10.22,7.01,"Old","1","supratidal"
3400,2023-04-14 00:19:00,19.25,-10.23,7.01,"Old","1","supratidal"
3401,2023-04-14 00:34:00,19.25,-10.25,7.01,"Old","1","supratidal"
3402,2023-04-14 00:49:00,19.22,-10.27,7.01,"Old","1","supratidal"
3403,2023-04-14 01:04:00,19.22,-10.28,7.01,"Old","1","supratidal"
3404,2023-04-14 01:19:00,19.22,-10.33,7.01,"Old","1","supratidal"
3405,2023-04-14 01:34:00,19.22,-10.34,7.01,"Old","1","supratidal"
3406,2023-04-14 01:49:00,19.22,-10.36,7.01,"Old","1","supratidal"
3407,2023-04-14 02:04:00,19.22,-10.39,7.02,"Old","1","supratidal"
3408,2023-04-14 02:19:00,19.22,-10.41,7.02,"Old","1","supratidal"
3409,2023-04-14 02:34:00,19.22,-10.42,7.02,"Old","1","supratidal"
3410,2023-04-14 02:49:00,19.2,-10.45,7.02,"Old","1","supratidal"
3411,2023-04-14 03:04:00,19.2,-10.47,7.02,"Old","1","supratidal"
3412,2023-04-14 03:19:00,19.2,-10.5,7.02,"Old","1","supratidal"
3413,2023-04-14 03:34:00,19.2,-10.52,7.02,"Old","1","supratidal"
3414,2023-04-14 03:49:00,19.2,-10.53,7.02,"Old","1","supratidal"
3415,2023-04-14 04:04:00,19.2,-10.55,7.02,"Old","1","supratidal"
3416,2023-04-14 04:19:00,19.2,-10.58,7.02,"Old","1","supratidal"
3417,2023-04-14 04:34:00,19.2,-10.61,7.02,"Old","1","supratidal"
3418,2023-04-14 04:49:00,19.17,-10.63,7.02,"Old","1","supratidal"
3419,2023-04-14 05:04:00,19.17,-10.66,7.02,"Old","1","supratidal"
3420,2023-04-14 05:19:00,19.17,-10.67,7.02,"Old","1","supratidal"
3421,2023-04-14 05:34:00,19.17,-10.7,7.02,"Old","1","supratidal"
3422,2023-04-14 05:49:00,19.17,-10.72,7.02,"Old","1","supratidal"
3423,2023-04-14 06:04:00,19.17,-10.75,7.02,"Old","1","supratidal"
3424,2023-04-14 06:19:00,19.17,-10.77,7.02,"Old","1","supratidal"
3425,2023-04-14 06:34:00,19.17,-10.8,7.02,"Old","1","supratidal"
3426,2023-04-14 06:49:00,19.15,-10.83,7.02,"Old","1","supratidal"
3427,2023-04-14 07:04:00,19.15,-10.86,7.02,"Old","1","supratidal"
3428,2023-04-14 07:19:00,19.15,-10.97,7.03,"Old","1","supratidal"
3429,2023-04-14 07:34:00,19.15,-10.94,7.03,"Old","1","supratidal"
3430,2023-04-14 07:49:00,19.15,-11.27,7.03,"Old","1","supratidal"
3431,2023-04-14 08:04:00,19.13,-11.08,7.03,"Old","1","supratidal"
3432,2023-04-14 08:19:00,19.13,-11.19,7.03,"Old","1","supratidal"
3433,2023-04-14 08:34:00,19.13,-11.17,7.03,"Old","1","supratidal"
3434,2023-04-14 08:49:00,19.1,-11.14,7.03,"Old","1","supratidal"
3435,2023-04-14 09:04:00,19.1,-11.23,7.03,"Old","1","supratidal"
3436,2023-04-14 09:19:00,19.1,-11.25,7.03,"Old","1","supratidal"
3437,2023-04-14 09:34:00,19.1,-11.3,7.03,"Old","1","supratidal"
3438,2023-04-14 09:49:00,19.1,-11.36,7.03,"Old","1","supratidal"
3439,2023-04-14 10:04:00,19.1,-11.34,7.03,"Old","1","supratidal"
3440,2023-04-14 10:19:00,19.08,-11.39,7.03,"Old","1","supratidal"
3441,2023-04-14 10:34:00,19.08,-11.39,7.03,"Old","1","supratidal"
3442,2023-04-14 10:49:00,19.08,-11.44,7.03,"Old","1","supratidal"
3443,2023-04-14 11:04:00,19.08,-11.5,7.04,"Old","1","supratidal"
3444,2023-04-14 11:19:00,19.08,-11.5,7.04,"Old","1","supratidal"
3445,2023-04-14 11:34:00,19.08,-11.55,7.04,"Old","1","supratidal"
3446,2023-04-14 11:49:00,19.08,-11.59,7.04,"Old","1","supratidal"
3447,2023-04-14 12:04:00,19.08,-11.63,7.04,"Old","1","supratidal"
3448,2023-04-14 12:19:00,19.06,-11.77,7.04,"Old","1","supratidal"
3449,2023-04-14 12:34:00,19.06,-11.72,7.04,"Old","1","supratidal"
3450,2023-04-14 12:49:00,19.06,-11.91,7.04,"Old","1","supratidal"
3451,2023-04-14 13:04:00,19.06,-11.98,7.04,"Old","1","supratidal"
3452,2023-04-14 13:19:00,19.06,-12,7.04,"Old","1","supratidal"
3453,2023-04-14 13:34:00,19.06,-11.91,7.04,"Old","1","supratidal"
3454,2023-04-14 13:49:00,19.06,-11.97,7.04,"Old","1","supratidal"
3455,2023-04-14 14:04:00,19.03,-12.11,7.05,"Old","1","supratidal"
3456,2023-04-14 14:19:00,19.03,-12.03,7.05,"Old","1","supratidal"
3457,2023-04-14 14:34:00,19.03,-12.3,7.05,"Old","1","supratidal"
3458,2023-04-14 14:49:00,19.03,-12.3,7.05,"Old","1","supratidal"
3459,2023-04-14 15:04:00,19.03,-12.83,7.06,"Old","1","supratidal"
3460,2023-04-14 15:19:00,19.03,-13.17,7.07,"Old","1","supratidal"
3461,2023-04-14 15:34:00,19.03,-12.94,7.06,"Old","1","supratidal"
3462,2023-04-14 15:49:00,19.01,-13.44,7.07,"Old","1","supratidal"
3463,2023-04-14 16:04:00,19.01,-13.03,7.06,"Old","1","supratidal"
3464,2023-04-14 16:19:00,19.01,-13,7.06,"Old","1","supratidal"
3465,2023-04-14 16:34:00,18.98,-13.08,7.06,"Old","1","supratidal"
3466,2023-04-14 16:49:00,18.98,-13.11,7.07,"Old","1","supratidal"
3467,2023-04-14 17:04:00,18.98,-13.14,7.07,"Old","1","supratidal"
3468,2023-04-14 17:19:00,18.98,-13.23,7.07,"Old","1","supratidal"
3469,2023-04-14 17:34:00,18.98,-13.27,7.07,"Old","1","supratidal"
3470,2023-04-14 17:49:00,18.98,-13.31,7.07,"Old","1","supratidal"
3471,2023-04-14 18:04:00,18.98,-13.36,7.07,"Old","1","supratidal"
3472,2023-04-14 18:19:00,18.98,-13.36,7.07,"Old","1","supratidal"
3473,2023-04-14 18:34:00,18.98,-13.36,7.07,"Old","1","supratidal"
3474,2023-04-14 18:49:00,18.98,-13.36,7.07,"Old","1","supratidal"
3475,2023-04-14 19:04:00,18.98,-13.41,7.07,"Old","1","supratidal"
3476,2023-04-14 19:19:00,18.98,-13.44,7.07,"Old","1","supratidal"
3477,2023-04-14 19:34:00,18.96,-13.47,7.07,"Old","1","supratidal"
3478,2023-04-14 19:49:00,18.96,-13.52,7.07,"Old","1","supratidal"
3479,2023-04-14 20:04:00,18.96,-13.56,7.07,"Old","1","supratidal"
3480,2023-04-14 20:19:00,18.96,-13.59,7.07,"Old","1","supratidal"
3481,2023-04-14 20:34:00,18.96,-13.64,7.08,"Old","1","supratidal"
3482,2023-04-14 20:49:00,18.96,-13.67,7.08,"Old","1","supratidal"
3483,2023-04-14 21:04:00,18.96,-13.72,7.08,"Old","1","supratidal"
3484,2023-04-14 21:19:00,18.96,-13.77,7.08,"Old","1","supratidal"
3485,2023-04-14 21:34:00,18.96,-13.81,7.08,"Old","1","supratidal"
3486,2023-04-14 21:49:00,18.96,-13.86,7.08,"Old","1","supratidal"
3487,2023-04-14 22:04:00,18.96,-13.92,7.08,"Old","1","supratidal"
3488,2023-04-14 22:19:00,18.96,-13.95,7.08,"Old","1","supratidal"
3489,2023-04-14 22:34:00,18.96,-14,7.08,"Old","1","supratidal"
3490,2023-04-14 22:49:00,18.96,-14.06,7.08,"Old","1","supratidal"
3491,2023-04-14 23:04:00,18.96,-14.11,7.08,"Old","1","supratidal"
3492,2023-04-14 23:19:00,18.96,-14.16,7.08,"Old","1","supratidal"
3493,2023-04-14 23:34:00,18.96,-14.19,7.09,"Old","1","supratidal"
3494,2023-04-14 23:49:00,18.96,-14.23,7.09,"Old","1","supratidal"
3495,2023-04-15 00:04:00,18.94,-14.3,7.09,"Old","1","supratidal"
3496,2023-04-15 00:19:00,18.94,-14.34,7.09,"Old","1","supratidal"
3497,2023-04-15 00:34:00,18.94,-14.39,7.09,"Old","1","supratidal"
3498,2023-04-15 00:49:00,18.94,-14.45,7.09,"Old","1","supratidal"
3499,2023-04-15 01:04:00,18.94,-14.5,7.09,"Old","1","supratidal"
3500,2023-04-15 01:19:00,18.94,-14.56,7.09,"Old","1","supratidal"
3501,2023-04-15 01:34:00,18.94,-14.61,7.09,"Old","1","supratidal"
3502,2023-04-15 01:49:00,18.94,-14.67,7.09,"Old","1","supratidal"
3503,2023-04-15 02:04:00,18.94,-14.73,7.1,"Old","1","supratidal"
3504,2023-04-15 02:19:00,18.94,-14.78,7.1,"Old","1","supratidal"
3505,2023-04-15 02:34:00,18.94,-14.84,7.1,"Old","1","supratidal"
3506,2023-04-15 02:49:00,18.94,-14.91,7.1,"Old","1","supratidal"
3507,2023-04-15 03:04:00,18.94,-14.97,7.1,"Old","1","supratidal"
3508,2023-04-15 03:19:00,18.94,-15.03,7.1,"Old","1","supratidal"
3509,2023-04-15 03:34:00,18.94,-15.08,7.1,"Old","1","supratidal"
3510,2023-04-15 03:49:00,18.94,-15.14,7.1,"Old","1","supratidal"
3511,2023-04-15 04:04:00,18.94,-15.2,7.1,"Old","1","supratidal"
3512,2023-04-15 04:19:00,18.94,-15.28,7.11,"Old","1","supratidal"
3513,2023-04-15 04:34:00,18.94,-15.34,7.11,"Old","1","supratidal"
3514,2023-04-15 04:49:00,18.94,-15.41,7.11,"Old","1","supratidal"
3515,2023-04-15 05:04:00,18.94,-15.47,7.11,"Old","1","supratidal"
3516,2023-04-15 05:19:00,18.94,-15.53,7.11,"Old","1","supratidal"
3517,2023-04-15 05:34:00,18.94,-15.61,7.11,"Old","1","supratidal"
3518,2023-04-15 05:49:00,18.94,-15.66,7.11,"Old","1","supratidal"
3519,2023-04-15 06:04:00,18.91,-15.72,7.11,"Old","1","supratidal"
3520,2023-04-15 06:19:00,18.91,-15.78,7.11,"Old","1","supratidal"
3521,2023-04-15 06:34:00,18.91,-15.84,7.12,"Old","1","supratidal"
3522,2023-04-15 06:49:00,18.91,-15.95,7.12,"Old","1","supratidal"
3523,2023-04-15 07:04:00,18.91,-15.98,7.12,"Old","1","supratidal"
3524,2023-04-15 07:19:00,18.91,-16.03,7.12,"Old","1","supratidal"
3525,2023-04-15 07:34:00,18.91,-16.11,7.12,"Old","1","supratidal"
3526,2023-04-15 07:49:00,18.91,-16.17,7.12,"Old","1","supratidal"
3527,2023-04-15 08:04:00,18.91,-16.23,7.12,"Old","1","supratidal"
3528,2023-04-15 08:19:00,18.91,-16.3,7.12,"Old","1","supratidal"
3529,2023-04-15 08:34:00,18.91,-16.36,7.13,"Old","1","supratidal"
3530,2023-04-15 08:49:00,18.91,-16.44,7.13,"Old","1","supratidal"
3531,2023-04-15 09:04:00,18.91,-16.48,7.13,"Old","1","supratidal"
3532,2023-04-15 09:19:00,18.91,-16.56,7.13,"Old","1","supratidal"
3533,2023-04-15 09:34:00,18.91,-16.63,7.13,"Old","1","supratidal"
3534,2023-04-15 09:49:00,18.91,-16.7,7.13,"Old","1","supratidal"
3535,2023-04-15 10:04:00,18.91,-16.77,7.13,"Old","1","supratidal"
3536,2023-04-15 10:19:00,18.91,-16.83,7.13,"Old","1","supratidal"
3537,2023-04-15 10:34:00,18.91,-16.89,7.14,"Old","1","supratidal"
3538,2023-04-15 10:49:00,18.91,-16.97,7.14,"Old","1","supratidal"
3539,2023-04-15 11:04:00,18.91,-17.03,7.14,"Old","1","supratidal"
3540,2023-04-15 11:19:00,18.91,-17.11,7.14,"Old","1","supratidal"
3541,2023-04-15 11:34:00,18.91,-17.17,7.14,"Old","1","supratidal"
3542,2023-04-15 11:49:00,18.91,-17.25,7.14,"Old","1","supratidal"
3543,2023-04-15 12:04:00,18.91,-17.3,7.14,"Old","1","supratidal"
3544,2023-04-15 12:19:00,18.91,-17.33,7.14,"Old","1","supratidal"
3545,2023-04-15 12:34:00,18.91,-17.39,7.14,"Old","1","supratidal"
3546,2023-04-15 12:49:00,18.91,-17.45,7.15,"Old","1","supratidal"
3547,2023-04-15 13:04:00,18.91,-17.52,7.15,"Old","1","supratidal"
3548,2023-04-15 13:19:00,18.91,-17.56,7.15,"Old","1","supratidal"
3549,2023-04-15 13:34:00,18.91,-17.59,7.15,"Old","1","supratidal"
3550,2023-04-15 13:49:00,18.91,-17.63,7.15,"Old","1","supratidal"
3551,2023-04-15 14:04:00,18.91,-17.64,7.15,"Old","1","supratidal"
3552,2023-04-15 14:19:00,18.91,-17.69,7.15,"Old","1","supratidal"
3553,2023-04-15 14:34:00,18.91,-17.72,7.15,"Old","1","supratidal"
3554,2023-04-15 14:49:00,18.91,-17.73,7.15,"Old","1","supratidal"
3555,2023-04-15 15:04:00,18.91,-17.75,7.15,"Old","1","supratidal"
3556,2023-04-15 15:19:00,18.91,-17.78,7.15,"Old","1","supratidal"
3557,2023-04-15 15:34:00,18.91,-17.78,7.15,"Old","1","supratidal"
3558,2023-04-15 15:49:00,18.91,-17.8,7.15,"Old","1","supratidal"
3559,2023-04-15 16:04:00,18.91,-17.8,7.15,"Old","1","supratidal"
3560,2023-04-15 16:19:00,18.91,-17.83,7.15,"Old","1","supratidal"
3561,2023-04-15 16:34:00,18.91,-17.84,7.15,"Old","1","supratidal"
3562,2023-04-15 16:49:00,18.94,-17.86,7.15,"Old","1","supratidal"
3563,2023-04-15 17:04:00,18.94,-17.88,7.15,"Old","1","supratidal"
3564,2023-04-15 17:19:00,18.94,-17.88,7.15,"Old","1","supratidal"
